Phenotype	Set	Threshold	PRS.R2	Full.R2	Null.R2	Prevalence	Coefficient	Standard.Error	P	Num_SNP	pheno	prs	test	prs.test	MDD.R2	ratio
4564	-	Base	1	0.00099454	0.00364695	0.00265241	-	-9901.64	2212.66	7.64122e-06	91283	sibling.highbloodpressure	MTAG.Envs	4	MTAG.Envs:4	0.0179436	0.0554258900109231
4565	-	Base	1	0.000250239	0.00155875	0.00130851	-	-4653.63	2066.43	0.0243214	83708	sibling.highbloodpressure	MTAG.Envs	5	MTAG.Envs:5	0.0115326	0.0216984027886166
4566	-	Base	1	0.000247462	0.00276916	0.0025217	-	-4820.81	2161.47	0.0257253	88600	sibling.highbloodpressure	MTAG.Envs	6	MTAG.Envs:6	0.0137829	0.0179542766761712
4567	-	Base	1	0.000344765	0.0026609	0.00231613	-	-5843.8	2219.78	0.00847323	91268	sibling.highbloodpressure	MTAG.Envs	7	MTAG.Envs:7	0.0147567	0.0233632858294876
4568	-	Base	1	7.28946e-05	0.00273618	0.00266329	-	-2675.36	2207.14	0.225459	91211	sibling.highbloodpressure	MTAG.Envs	8	MTAG.Envs:8	0.0170436	0.00427694853200028
4569	-	Base	1	0.00049191	0.00307831	0.0025864	-	-7090.03	2253.43	0.00165334	91243	sibling.highbloodpressure	MTAG.Envs	9	MTAG.Envs:9	0.0184703	0.0266324856661776
4570	-	Base	1	0.000434957	0.00218567	0.00175071	-	-6476.05	2186.95	0.00306417	91177	sibling.highbloodpressure	MTAG.Envs	10	MTAG.Envs:10	0.013524	0.0321618603963324
4571	-	Base	1	0.000432286	0.00182295	0.00139066	-	-5676.72	1926.42	0.00321111	91279	sibling.highbloodpressure	MTAG.FamilyHistory	1	MTAG.FamilyHistory:1	0.0121645	0.0355366846150684
4572	-	Base	1	0.000620069	0.00271635	0.00209628	-	-6687.34	1890.52	0.000404252	87384	sibling.highbloodpressure	MTAG.FamilyHistory	2	MTAG.FamilyHistory:2	0.00692624	0.089524619418328
4573	-	Base	1	8.12774e-05	0.00100901	0.000927734	-	-2449.7	1914.53	0.20071	91294	sibling.highbloodpressure	MTAG.FamilyHistory	3	MTAG.FamilyHistory:3	0.0141472	0.00574512270979416
4574	-	Base	1	0.000893067	0.00354548	0.00265241	-	-8093.07	1908.39	2.22733e-05	91283	sibling.highbloodpressure	MTAG.FamilyHistory	4	MTAG.FamilyHistory:4	0.0138034	0.0646990596519698
4575	-	Base	1	0.000451442	0.00175995	0.00130851	-	-5493.61	1816.42	0.00249117	83708	sibling.highbloodpressure	MTAG.FamilyHistory	5	MTAG.FamilyHistory:5	0.00810499	0.0556992667480157
4576	-	Base	1	0.000311821	0.00283352	0.0025217	-	-4816.18	1923.75	0.0122961	91315	sibling.highbloodpressure	MTAG.FamilyHistory	6	MTAG.FamilyHistory:6	0.013897	0.0224380082032093
4577	-	Base	1	4.06605e-05	0.00235679	0.00231613	-	-1781.04	1969.72	0.365883	91268	sibling.highbloodpressure	MTAG.FamilyHistory	7	MTAG.FamilyHistory:7	0.00980932	0.00414508854844169
4578	-	Base	1	0.000522814	0.0031861	0.00266329	-	-6357.84	1958.66	0.00117029	91211	sibling.highbloodpressure	MTAG.FamilyHistory	8	MTAG.FamilyHistory:8	0.0121675	0.0429680706800904
4579	-	Base	1	0.000127406	0.0027138	0.0025864	-	-3143.22	1962.65	0.109262	91243	sibling.highbloodpressure	MTAG.FamilyHistory	9	MTAG.FamilyHistory:9	0.01492	0.00853927613941019
4580	-	Base	1	0.000173458	0.00192417	0.00175071	-	-3470.28	1855.52	0.0614497	86865	sibling.highbloodpressure	MTAG.FamilyHistory	10	MTAG.FamilyHistory:10	0.0061272	0.0283095051573312
4581	-	Base	1	0.000766082	0.00215674	0.00139066	-	-6601.26	1682.88	8.7598e-05	91279	sibling.highbloodpressure	MTAG.All	1	MTAG.All:1	0.0221868	0.0345287287936972
4582	-	Base	1	0.000967685	0.00306396	0.00209628	-	-7340.12	1661.11	9.92525e-06	87384	sibling.highbloodpressure	MTAG.All	2	MTAG.All:2	0.0137257	0.070501686617076
4583	-	Base	1	0.000599248	0.00152698	0.000927734	-	-5782	1664.53	0.000513408	91294	sibling.highbloodpressure	MTAG.All	3	MTAG.All:3	0.0235578	0.0254373498374212
4584	-	Base	1	0.00121314	0.00386555	0.00265241	-	-8139.18	1647.1	7.75205e-07	91283	sibling.highbloodpressure	MTAG.All	4	MTAG.All:4	0.0299152	0.0405526287639728
4585	-	Base	1	0.000566655	0.00187517	0.00130851	-	-5183.92	1529.95	0.000703257	83708	sibling.highbloodpressure	MTAG.All	5	MTAG.All:5	0.0135967	0.041675921363272
4586	-	Base	1	0.000447677	0.00296938	0.0025217	-	-4845.91	1615.57	0.00270426	88600	sibling.highbloodpressure	MTAG.All	6	MTAG.All:6	0.0210239	0.0212937181017794
4587	-	Base	1	0.000184454	0.00250059	0.00231613	-	-3205.82	1664.75	0.0541406	91268	sibling.highbloodpressure	MTAG.All	7	MTAG.All:7	0.0173754	0.0106158131611359
4588	-	Base	1	0.00024235	0.00290564	0.00266329	-	-3707.11	1677.34	0.0270978	91211	sibling.highbloodpressure	MTAG.All	8	MTAG.All:8	0.0223605	0.0108383086245835
4589	-	Base	1	0.000271773	0.00285817	0.0025864	-	-3867.44	1653.58	0.0193441	89136	sibling.highbloodpressure	MTAG.All	9	MTAG.All:9	0.0276664	0.00982321516351965
4590	-	Base	1	0.000441873	0.00219259	0.00175071	-	-4825.91	1616.96	0.00283979	86865	sibling.highbloodpressure	MTAG.All	10	MTAG.All:10	0.0137294	0.0321844363191399
4591	-	Base	1	0.000791173	0.0168409	0.0160497	-	7671.26	1484.34	2.37805e-07	91279	sibling.nbrothers	Auto-ImpOnly	1	Auto-ImpOnly:1	0.0113913	0.0694541448298263
4592	-	Base	1	0.000377072	0.0149606	0.0145835	-	5231.66	1467.9	0.000365694	91307	sibling.nbrothers	Auto-ImpOnly	2	Auto-ImpOnly:2	0.00707217	0.0533177228488569
4593	-	Base	1	0.000577466	0.0154837	0.0149062	-	6401.26	1450.33	1.01955e-05	91294	sibling.nbrothers	Auto-ImpOnly	3	Auto-ImpOnly:3	0.0144335	0.0400087296913431
4594	-	Base	1	0.000685671	0.0165068	0.0158212	-	7051.08	1465.75	1.51168e-06	91283	sibling.nbrothers	Auto-ImpOnly	4	Auto-ImpOnly:4	0.0200036	0.0342773800715871
4595	-	Base	1	0.0011703	0.0171921	0.0160218	-	8998.15	1430.65	3.22309e-10	91208	sibling.nbrothers	Auto-ImpOnly	5	Auto-ImpOnly:5	0.00741382	0.157853845925582
4596	-	Base	1	0.000372155	0.0152284	0.0148563	-	5085.37	1435.92	0.000398353	91315	sibling.nbrothers	Auto-ImpOnly	6	Auto-ImpOnly:6	0.0159897	0.0232746705691789
4597	-	Base	1	0.000933952	0.0141613	0.0132274	-	8106.14	1445.09	2.04586e-08	91268	sibling.nbrothers	Auto-ImpOnly	7	Auto-ImpOnly:7	0.00879752	0.106160827142195
4598	-	Base	1	0.000354177	0.015008	0.0146538	-	5039.62	1459.68	0.000555974	91211	sibling.nbrothers	Auto-ImpOnly	8	Auto-ImpOnly:8	0.0113294	0.0312617614348509
4599	-	Base	1	0.000311354	0.0131145	0.0128032	-	4663.69	1441.18	0.0012133	91243	sibling.nbrothers	Auto-ImpOnly	9	Auto-ImpOnly:9	0.0137731	0.0226059492779403
4600	-	Base	1	0.000588263	0.0121747	0.0115864	-	6342.58	1426.95	8.82356e-06	91177	sibling.nbrothers	Auto-ImpOnly	10	Auto-ImpOnly:10	0.00809323	0.0726858127101293
4601	-	Base	1	0.00138742	0.0174371	0.0160497	-	10238.5	1495.56	7.72922e-12	91279	sibling.nbrothers	Auto-ImpAll	1	Auto-ImpAll:1	0.0162222	0.0855260075698734
4602	-	Base	1	0.000435155	0.0150187	0.0145835	-	5738.8	1498.84	0.000128992	91307	sibling.nbrothers	Auto-ImpAll	2	Auto-ImpAll:2	0.0110602	0.0393442252400499
4603	-	Base	1	0.000688214	0.0155944	0.0149062	-	7088.47	1471.06	1.45195e-06	91294	sibling.nbrothers	Auto-ImpAll	3	Auto-ImpAll:3	0.0204449	0.0336618912295976
4604	-	Base	1	0.00149375	0.0173149	0.0158212	-	10596.5	1491.79	1.24334e-12	91283	sibling.nbrothers	Auto-ImpAll	4	Auto-ImpAll:4	0.0264835	0.0564030434043839
4605	-	Base	1	0.00136794	0.0173897	0.0160218	-	9895.45	1455.08	1.05924e-11	91208	sibling.nbrothers	Auto-ImpAll	5	Auto-ImpAll:5	0.0145977	0.0937092829692349
4606	-	Base	1	0.000469728	0.015326	0.0148563	-	5773.99	1451.12	6.93527e-05	91315	sibling.nbrothers	Auto-ImpAll	6	Auto-ImpAll:6	0.0214086	0.0219410890950366
4607	-	Base	1	0.000871083	0.0140985	0.0132274	-	7896.66	1457.71	6.0965e-08	91268	sibling.nbrothers	Auto-ImpAll	7	Auto-ImpAll:7	0.0134214	0.064902543698869
4608	-	Base	1	0.000555451	0.0152092	0.0146538	-	6392.66	1478.37	1.53577e-05	91211	sibling.nbrothers	Auto-ImpAll	8	Auto-ImpAll:8	0.0178197	0.0311706145445771
4609	-	Base	1	0.000444917	0.0132481	0.0128032	-	5626.05	1454.29	0.000109677	91243	sibling.nbrothers	Auto-ImpAll	9	Auto-ImpAll:9	0.0216992	0.0205038434596667
4610	-	Base	1	0.00090842	0.0124948	0.0115864	-	8088.03	1464.05	3.33075e-08	91177	sibling.nbrothers	Auto-ImpAll	10	Auto-ImpAll:10	0.0139176	0.0652713111455998
4611	-	Base	1	0.000942963	0.0169927	0.0160497	-	7258.46	1286.37	1.68867e-08	87048	sibling.nbrothers	Soft-ImpOnly	1	Soft-ImpOnly:1	0.014712	0.0640948205546493
4612	-	Base	1	0.000188041	0.0147716	0.0145835	-	3326.23	1321.71	0.0118538	91307	sibling.nbrothers	Soft-ImpOnly	2	Soft-ImpOnly:2	0.00835932	0.0224947723020533
4613	-	Base	1	0.000338986	0.0152452	0.0149062	-	4398.23	1300.78	0.000722459	91294	sibling.nbrothers	Soft-ImpOnly	3	Soft-ImpOnly:3	0.0131953	0.0256899047388085
4614	-	Base	1	0.000914466	0.0167356	0.0158212	-	7339.77	1321.02	2.77942e-08	91283	sibling.nbrothers	Soft-ImpOnly	4	Soft-ImpOnly:4	0.0185556	0.0492824807605251
4615	-	Base	1	0.000819122	0.0168409	0.0160218	-	6742.06	1281.52	1.44157e-07	91208	sibling.nbrothers	Soft-ImpOnly	5	Soft-ImpOnly:5	0.0125915	0.0650535678830957
4616	-	Base	1	0.000190709	0.015047	0.0148563	-	3245.07	1280.11	0.0112498	91315	sibling.nbrothers	Soft-ImpOnly	6	Soft-ImpOnly:6	0.0147991	0.0128865268833916
4617	-	Base	1	0.000430242	0.0136576	0.0132274	-	4903.33	1288.21	0.000141315	91268	sibling.nbrothers	Soft-ImpOnly	7	Soft-ImpOnly:7	0.0120474	0.0357124358782808
4618	-	Base	1	0.000378897	0.0150327	0.0146538	-	4652.64	1302.87	0.000356031	91211	sibling.nbrothers	Soft-ImpOnly	8	Soft-ImpOnly:8	0.0172944	0.0219086525117957
4619	-	Base	1	0.000226759	0.0130299	0.0128032	-	3535.85	1280.4	0.00575663	91243	sibling.nbrothers	Soft-ImpOnly	9	Soft-ImpOnly:9	0.0144259	0.0157188806244324
4620	-	Base	1	0.000569584	0.012156	0.0115864	-	5667.2	1295.75	1.22542e-05	91177	sibling.nbrothers	Soft-ImpOnly	10	Soft-ImpOnly:10	0.0131877	0.0431905487689286
4621	-	Base	1	0.00112178	0.0171715	0.0160497	-	9028.67	1466.89	7.59559e-10	91279	sibling.nbrothers	Soft-ImpAll	1	Soft-ImpAll:1	0.0189094	0.0593239341279998
4622	-	Base	1	0.000345882	0.0149294	0.0145835	-	5043.24	1477.48	0.000642324	91307	sibling.nbrothers	Soft-ImpAll	2	Soft-ImpAll:2	0.0114536	0.0301985401969686
4623	-	Base	1	0.000484866	0.0153911	0.0149062	-	5869.41	1451.33	5.2633e-05	91294	sibling.nbrothers	Soft-ImpAll	3	Soft-ImpAll:3	0.0187658	0.0258377473915314
4624	-	Base	1	0.00156451	0.0173857	0.0158212	-	10674.1	1468.29	3.68014e-13	91283	sibling.nbrothers	Soft-ImpAll	4	Soft-ImpAll:4	0.0256769	0.0609306419388633
4625	-	Base	1	0.00097462	0.0169964	0.0160218	-	8199.4	1428.68	9.59865e-09	91208	sibling.nbrothers	Soft-ImpAll	5	Soft-ImpAll:5	0.0159356	0.0611599186726574
4626	-	Base	1	0.000326002	0.0151823	0.0148563	-	4739.94	1430.03	0.000918775	91315	sibling.nbrothers	Soft-ImpAll	6	Soft-ImpAll:6	0.0210235	0.0155065521915951
4627	-	Base	1	0.000651951	0.0138793	0.0132274	-	6733.16	1436.86	2.79689e-06	91268	sibling.nbrothers	Soft-ImpAll	7	Soft-ImpAll:7	0.014561	0.0447737792734016
4628	-	Base	1	0.000440395	0.0150942	0.0146538	-	5576.05	1448.29	0.000118291	91211	sibling.nbrothers	Soft-ImpAll	8	Soft-ImpAll:8	0.0165858	0.0265525328895802
4629	-	Base	1	0.000337188	0.0131404	0.0128032	-	4804.46	1426.65	0.000759012	91243	sibling.nbrothers	Soft-ImpAll	9	Soft-ImpAll:9	0.0205236	0.0164292814126177
4630	-	Base	1	0.000880364	0.0124668	0.0115864	-	7810.94	1436.27	5.41545e-08	91177	sibling.nbrothers	Soft-ImpAll	10	Soft-ImpAll:10	0.0157192	0.05600564914245
4631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sibling.nbrothers	LifetimeMDD	1	LifetimeMDD:1	0.00766083	NA
4632	-	Base	1	7.1871e-05	0.0146554	0.0145835	-	-496.027	318.834	0.119776	91307	sibling.nbrothers	LifetimeMDD	2	LifetimeMDD:2	0.0043487	0.0165270080713777
4633	-	Base	1	0.000139884	0.0150461	0.0149062	-	-680.293	313.237	0.0298765	91294	sibling.nbrothers	LifetimeMDD	3	LifetimeMDD:3	0.00733339	0.0190749435118001
4634	-	Base	1	0.000820551	0.0166417	0.0158212	-	-1673.89	318.058	1.42726e-07	91283	sibling.nbrothers	LifetimeMDD	4	LifetimeMDD:4	0.0078922	0.103969868984567
4635	-	Base	1	0.000319891	0.0163416	0.0160218	-	-985.749	299.903	0.00101406	83708	sibling.nbrothers	LifetimeMDD	5	LifetimeMDD:5	0.00776604	0.0411910059695804
4636	-	Base	1	0.000131092	0.0149874	0.0148563	-	-650.495	309.514	0.03559	91315	sibling.nbrothers	LifetimeMDD	6	LifetimeMDD:6	0.00928203	0.0141232036526493
4637	-	Base	1	0.000193166	0.0134206	0.0132274	-	-796.963	312.52	0.0107732	91268	sibling.nbrothers	LifetimeMDD	7	LifetimeMDD:7	0.00805612	0.0239775475042576
4638	-	Base	1	0.000128547	0.0147823	0.0146538	-	-653.237	314.092	0.0375552	91211	sibling.nbrothers	LifetimeMDD	8	LifetimeMDD:8	0.0064324	0.0199842982401592
4639	-	Base	1	0.000138024	0.0129412	0.0128032	-	-666.434	309.339	0.0312177	91243	sibling.nbrothers	LifetimeMDD	9	LifetimeMDD:9	0.00983546	0.0140333039837486
4640	-	Base	1	0.000346693	0.0119331	0.0115864	-	-1065.04	312.158	0.000645978	91177	sibling.nbrothers	LifetimeMDD	10	LifetimeMDD:10	0.00687512	0.0504271925435483
4641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sibling.nbrothers	GPpsy	1	GPpsy:1	0.0128612	NA
4642	-	Base	1	9.59456e-05	0.0146795	0.0145835	-	-1274.82	709.195	0.072257	91307	sibling.nbrothers	GPpsy	2	GPpsy:2	0.0080945	0.0118531842609179
4643	-	Base	1	0.000349039	0.0152552	0.0149062	-	-2398.36	699.024	0.000602054	91294	sibling.nbrothers	GPpsy	3	GPpsy:3	0.0115608	0.0301915957373192
4644	-	Base	1	0.000927364	0.0167485	0.0158212	-	-3944.78	705.028	2.22092e-08	91283	sibling.nbrothers	GPpsy	4	GPpsy:4	0.0219505	0.0422479670166967
4645	-	Base	1	0.000682786	0.0167045	0.0160218	-	-3313.91	689.977	1.57039e-06	91208	sibling.nbrothers	GPpsy	5	GPpsy:5	0.0103024	0.0662744603199255
4646	-	Base	1	0.000195615	0.0150519	0.0148563	-	-1768.88	688.981	0.0102511	91315	sibling.nbrothers	GPpsy	6	GPpsy:6	0.0160539	0.0121848896529815
4647	-	Base	1	0.0003887	0.0136161	0.0132274	-	-2503.71	692.051	0.000297554	91268	sibling.nbrothers	GPpsy	7	GPpsy:7	0.00888044	0.043770353721212
4648	-	Base	1	0.00024203	0.0148958	0.0146538	-	-2009.02	703.95	0.00432098	91211	sibling.nbrothers	GPpsy	8	GPpsy:8	0.0156417	0.0154733820492657
4649	-	Base	1	0.000155195	0.0129584	0.0128032	-	-1560.9	683.261	0.0223497	91243	sibling.nbrothers	GPpsy	9	GPpsy:9	0.0192771	0.00805074414720057
4650	-	Base	1	0.000507406	0.0120938	0.0115864	-	-2871.87	695.717	3.66939e-05	91177	sibling.nbrothers	GPpsy	10	GPpsy:10	0.00727672	0.0697300432062797
4651	-	Base	1	0.00155012	0.0175998	0.0160497	-	-6970.26	963.163	4.69188e-13	91279	sibling.nbrothers	MTAG.Envs	1	MTAG.Envs:1	0.015205	0.101948043406774
4652	-	Base	1	0.00120873	0.0157923	0.0145835	-	-6202.29	971.569	1.75035e-10	91307	sibling.nbrothers	MTAG.Envs	2	MTAG.Envs:2	0.012583	0.0960605578955734
4653	-	Base	1	0.000953589	0.0158598	0.0149062	-	-5309.86	936.016	1.41623e-08	91294	sibling.nbrothers	MTAG.Envs	3	MTAG.Envs:3	0.0177308	0.0537814988607395
4654	-	Base	1	0.00277437	0.0185955	0.0158212	-	-9115.1	940.979	3.66972e-22	91283	sibling.nbrothers	MTAG.Envs	4	MTAG.Envs:4	0.0179436	0.154616130542366
4655	-	Base	1	0.00111453	0.0171363	0.0160218	-	-5423.02	883.558	8.46664e-10	83708	sibling.nbrothers	MTAG.Envs	5	MTAG.Envs:5	0.0115326	0.0966416939805421
4656	-	Base	1	0.00095998	0.0158163	0.0148563	-	-5150.11	905.161	1.28324e-08	88600	sibling.nbrothers	MTAG.Envs	6	MTAG.Envs:6	0.0137829	0.0696500736419766
4657	-	Base	1	0.00113993	0.0143673	0.0132274	-	-5784.68	933.335	5.79056e-10	91268	sibling.nbrothers	MTAG.Envs	7	MTAG.Envs:7	0.0147567	0.0772483007718528
4658	-	Base	1	0.00059452	0.0152483	0.0146538	-	-4192.82	937.213	7.71274e-06	91211	sibling.nbrothers	MTAG.Envs	8	MTAG.Envs:8	0.0170436	0.0348823018611092
4659	-	Base	1	0.0012377	0.0140409	0.0128032	-	-6134.5	950.354	1.09732e-10	91243	sibling.nbrothers	MTAG.Envs	9	MTAG.Envs:9	0.0184703	0.0670102813706329
4660	-	Base	1	0.00176644	0.0133529	0.0115864	-	-7125.79	924.597	1.32472e-14	91177	sibling.nbrothers	MTAG.Envs	10	MTAG.Envs:10	0.013524	0.13061520260278
4661	-	Base	1	0.000355037	0.0164047	0.0160497	-	-2869.76	829.101	0.000538255	91279	sibling.nbrothers	MTAG.FamilyHistory	1	MTAG.FamilyHistory:1	0.0121645	0.0291863208516585
4662	-	Base	1	7.24733e-05	0.014656	0.0145835	-	-1276.05	816.796	0.118237	87384	sibling.nbrothers	MTAG.FamilyHistory	2	MTAG.FamilyHistory:2	0.00692624	0.0104635848598951
4663	-	Base	1	0.000171763	0.015078	0.0149062	-	-1951.5	810.881	0.0161054	91294	sibling.nbrothers	MTAG.FamilyHistory	3	MTAG.FamilyHistory:3	0.0141472	0.0121411304003619
4664	-	Base	1	0.000837211	0.0166584	0.0158212	-	-4324.28	813.44	1.06732e-07	91283	sibling.nbrothers	MTAG.FamilyHistory	4	MTAG.FamilyHistory:4	0.0138034	0.0606525203935262
4665	-	Base	1	0.0004088	0.0164306	0.0160218	-	-2885.19	776.452	0.000202846	83708	sibling.nbrothers	MTAG.FamilyHistory	5	MTAG.FamilyHistory:5	0.00810499	0.0504380634646064
4666	-	Base	1	7.52877e-05	0.0149316	0.0148563	-	-1283.05	805.599	0.111244	91315	sibling.nbrothers	MTAG.FamilyHistory	6	MTAG.FamilyHistory:6	0.013897	0.00541755055047852
4667	-	Base	1	0.000187154	0.0134145	0.0132274	-	-2081.44	829.224	0.0120742	91268	sibling.nbrothers	MTAG.FamilyHistory	7	MTAG.FamilyHistory:7	0.00980932	0.0190792022280851
4668	-	Base	1	1.32039e-05	0.014667	0.0146538	-	-554.84	832.452	0.505088	91211	sibling.nbrothers	MTAG.FamilyHistory	8	MTAG.FamilyHistory:8	0.0121675	0.00108517772755291
4669	-	Base	1	2.10458e-05	0.0128242	0.0128032	-	-697.099	828.69	0.400239	91243	sibling.nbrothers	MTAG.FamilyHistory	9	MTAG.FamilyHistory:9	0.01492	0.0014105764075067
4670	-	Base	1	0.000213938	0.0118004	0.0115864	-	-2103.17	784.767	0.00736599	86865	sibling.nbrothers	MTAG.FamilyHistory	10	MTAG.FamilyHistory:10	0.0061272	0.0349161117639379
4671	-	Base	1	0.0013995	0.0174492	0.0160497	-	-4977.3	723.894	6.27615e-12	91279	sibling.nbrothers	MTAG.All	1	MTAG.All:1	0.0221868	0.0630780464059711
4672	-	Base	1	0.000642715	0.0152262	0.0145835	-	-3340.64	717.845	3.2728e-06	87384	sibling.nbrothers	MTAG.All	2	MTAG.All:2	0.0137257	0.0468256628077256
4673	-	Base	1	0.000740589	0.0156468	0.0149062	-	-3518.06	703.79	5.79987e-07	91294	sibling.nbrothers	MTAG.All	3	MTAG.All:3	0.0235578	0.031437103634465
4674	-	Base	1	0.0025049	0.0183261	0.0158212	-	-6447.38	700.564	3.67431e-20	91283	sibling.nbrothers	MTAG.All	4	MTAG.All:4	0.0299152	0.0837333529443226
4675	-	Base	1	0.00125552	0.0172773	0.0160218	-	-4258.63	653.683	7.38155e-11	83708	sibling.nbrothers	MTAG.All	5	MTAG.All:5	0.0135967	0.0923400531011201
4676	-	Base	1	0.000602182	0.0154585	0.0148563	-	-3047.55	676.406	6.64398e-06	88600	sibling.nbrothers	MTAG.All	6	MTAG.All:6	0.0210239	0.0286427351728271
4677	-	Base	1	0.000819483	0.0140469	0.0132274	-	-3678.98	700.206	1.49626e-07	91268	sibling.nbrothers	MTAG.All	7	MTAG.All:7	0.0173754	0.047163403432439
4678	-	Base	1	0.000451497	0.0151053	0.0146538	-	-2777.86	712.574	9.70412e-05	91211	sibling.nbrothers	MTAG.All	8	MTAG.All:8	0.0223605	0.0201917220097941
4679	-	Base	1	0.000643636	0.0134468	0.0128032	-	-3248.14	698.004	3.27658e-06	89136	sibling.nbrothers	MTAG.All	9	MTAG.All:9	0.0276664	0.023264176040251
4680	-	Base	1	0.00120153	0.0127879	0.0115864	-	-4342.95	683.458	2.11979e-10	86865	sibling.nbrothers	MTAG.All	10	MTAG.All:10	0.0137294	0.0875151135519396
4681	-	Base	1	0.0019339	0.00502127	0.00308737	-	26910.4	5646.75	1.88262e-06	91279	sibling.severedepression	Auto-ImpOnly	1	Auto-ImpOnly:1	0.0113913	0.169769912125921
4682	-	Base	1	0.00316094	0.00600291	0.00284196	-	33569.3	5399.46	5.06225e-10	91307	sibling.severedepression	Auto-ImpOnly	2	Auto-ImpOnly:2	0.00707217	0.446954753632902
4683	-	Base	1	0.00278655	0.00568374	0.00289719	-	31615.6	5369.27	3.90299e-09	91294	sibling.severedepression	Auto-ImpOnly	3	Auto-ImpOnly:3	0.0144335	0.193061281047563
4684	-	Base	1	0.00144972	0.00555474	0.00410502	-	23125.9	5542.14	3.00969e-05	91283	sibling.severedepression	Auto-ImpOnly	4	Auto-ImpOnly:4	0.0200036	0.0724729548681237
4685	-	Base	1	0.00191303	0.00435981	0.00244678	-	26273.2	5575.66	2.4514e-06	91208	sibling.severedepression	Auto-ImpOnly	5	Auto-ImpOnly:5	0.00741382	0.258035668521761
4686	-	Base	1	0.000765794	0.00346699	0.0027012	-	16628.8	5445.52	0.00226065	91315	sibling.severedepression	Auto-ImpOnly	6	Auto-ImpOnly:6	0.0159897	0.0478929560904833
4687	-	Base	1	0.00206652	0.00519117	0.00312465	-	27716.6	5629.99	8.52174e-07	91268	sibling.severedepression	Auto-ImpOnly	7	Auto-ImpOnly:7	0.00879752	0.234898016713801
4688	-	Base	1	0.0027493	0.00468938	0.00194008	-	31875.8	5569.01	1.04184e-08	91211	sibling.severedepression	Auto-ImpOnly	8	Auto-ImpOnly:8	0.0113294	0.24266951471393
4689	-	Base	1	0.00193828	0.00467936	0.00274108	-	26540.4	5516.64	1.50197e-06	91243	sibling.severedepression	Auto-ImpOnly	9	Auto-ImpOnly:9	0.0137731	0.140729392801911
4690	-	Base	1	0.00201397	0.00321058	0.00119661	-	26759.9	5445.04	8.89865e-07	91177	sibling.severedepression	Auto-ImpOnly	10	Auto-ImpOnly:10	0.00809323	0.248846257921744
4691	-	Base	1	0.00265191	0.00573928	0.00308737	-	31768	5693.14	2.40447e-08	91279	sibling.severedepression	Auto-ImpAll	1	Auto-ImpAll:1	0.0162222	0.163474128046751
4692	-	Base	1	0.00466463	0.00750659	0.00284196	-	41667.8	5520.07	4.40578e-14	91307	sibling.severedepression	Auto-ImpAll	2	Auto-ImpAll:2	0.0110602	0.421749154626499
4693	-	Base	1	0.00358397	0.00648116	0.00289719	-	36411	5455.6	2.4883e-11	91294	sibling.severedepression	Auto-ImpAll	3	Auto-ImpAll:3	0.0204449	0.175298974316333
4694	-	Base	1	0.00297122	0.00707624	0.00410502	-	33734.4	5648.25	2.33602e-09	91283	sibling.severedepression	Auto-ImpAll	4	Auto-ImpAll:4	0.0264835	0.112191364434459
4695	-	Base	1	0.002943	0.00538979	0.00244678	-	33185	5680.79	5.16996e-09	91208	sibling.severedepression	Auto-ImpAll	5	Auto-ImpAll:5	0.0145977	0.201607102488748
4696	-	Base	1	0.00160787	0.00430907	0.0027012	-	24349.9	5503.4	9.66569e-06	91315	sibling.severedepression	Auto-ImpAll	6	Auto-ImpAll:6	0.0214086	0.0751039301962763
4697	-	Base	1	0.00274525	0.0058699	0.00312465	-	32242.2	5682.78	1.39768e-08	91268	sibling.severedepression	Auto-ImpAll	7	Auto-ImpAll:7	0.0134214	0.204542745168164
4698	-	Base	1	0.00372453	0.00566461	0.00194008	-	37582.2	5641.97	2.71644e-11	91211	sibling.severedepression	Auto-ImpAll	8	Auto-ImpAll:8	0.0178197	0.209011936227883
4699	-	Base	1	0.00224546	0.00498654	0.00274108	-	28828.8	5567.86	2.24608e-07	91243	sibling.severedepression	Auto-ImpAll	9	Auto-ImpAll:9	0.0216992	0.10348123433122
4700	-	Base	1	0.00236948	0.00356609	0.00119661	-	29779.8	5586.03	9.76122e-08	91177	sibling.severedepression	Auto-ImpAll	10	Auto-ImpAll:10	0.0139176	0.17025061792263
4701	-	Base	1	0.00251843	0.0056058	0.00308737	-	26598.7	4890.05	5.34706e-08	87048	sibling.severedepression	Soft-ImpOnly	1	Soft-ImpOnly:1	0.014712	0.171182028276237
4702	-	Base	1	0.00406901	0.00691098	0.00284196	-	34312	4864.37	1.74182e-12	91307	sibling.severedepression	Soft-ImpOnly	2	Soft-ImpOnly:2	0.00835932	0.486763277395769
4703	-	Base	1	0.00296462	0.00586181	0.00289719	-	29291.3	4825.73	1.28059e-09	91294	sibling.severedepression	Soft-ImpOnly	3	Soft-ImpOnly:3	0.0131953	0.224672421240896
4704	-	Base	1	0.00165771	0.00576273	0.00410502	-	22302.4	4999.01	8.14425e-06	91283	sibling.severedepression	Soft-ImpOnly	4	Soft-ImpOnly:4	0.0185556	0.0893374506887409
